16870130345260;79
16870130345436;83
16870130345596;83
16870130345757;85
16870130345917;86
16870130346078;109
16870130346240;120
16870130346398;135
16870130346559;166
16870130346717;169
16870130346875;170
16870130347038;174
16870130347222;176
16870130347406;178
16870130347590;184
16870130347774;186
16870130347955;190
16870130348116;194
16870130348274;198
16870130348432;198
16870130348592;200
16870130348751;202
16870130348912;203
16870130349070;205
16870130349232;206
16870130349393;207
16870130349553;208
16870130349713;209
16870130349874;211
16870130350035;212
16870130350195;213
16870130350355;215
16870130350515;218
16870130350675;221
16870130350835;221
16870130350994;222
16870130351156;223
16870130351315;224
16870130351473;226
16870130351632;227
16870130351795;228
16870130351957;229
16870130352115;231
16870130352274;232
16870130352433;233
16870130352592;235
16870130352751;235
16870130352915;236
16870130353073;242
16870130353237;245
16870130353396;246
16870130353555;247
16870130353714;249
16870130353877;249
16870130354035;250
16870130354194;251
16870130354353;253
16870130354512;255
16870130354671;256
16870130354832;258
16870130354990;259
16870130355153;261
16870130355311;263
16870130355473;263
16870130355632;266
16870130355791;268
16870130355953;268
16870130356115;270
16870130356273;276
16870130356435;277
16870130356593;277
16870130356752;278
16870130356910;280
16870130357070;285
16870130357254;289
16870130357439;291
16870130357623;292
16870130357807;293
16870130357991;294
16870130358152;295
16870130358311;296
16870130358471;297
16870130358631;300
16870130358790;304
16870130358948;305
16870130359107;307
16870130359270;307
16870130359431;307
16870130359592;308
16870130359751;310
16870130359912;314
16870130360071;314
16870130360232;315
16870130360393;315
16870130360554;316
16870130360714;317
16870130360873;319
16870130361035;321
16870130361193;321
16870130361354;321
16870130361513;321
16870130361672;321
16870130361830;323
16870130361989;323
16870130362147;323
16870130362306;324
16870130362465;325
16870130362627;325
16870130362788;326
16870130362946;328
16870130363108;330
16870130363269;331
16870130363429;332
16870130363591;333
16870130363751;335
16870130363910;337
16870130364071;338
16870130364229;341
16870130364388;342
16870130364546;346
16870130364704;344
16870130364868;345
16870130365031;351
16870130365190;354
16870130365348;355
16870130365511;359
16870130365670;359
16870130365832;361
16870130365991;361
16870130366154;361
16870130366315;361
16870130366476;361
16870130366634;362
16870130366793;366
16870130366955;368
16870130367114;368
16870130367272;370
16870130367431;370
16870130367590;370
16870130367753;370
16870130367912;371
16870130368071;372
16870130368230;374
16870130368394;374
16870130368553;374
16870130368713;375
16870130368873;377
16870130369037;377
16870130369195;378
